i,dtime,fuellevel,ingection,speed,height,tachometer
6619,2020-02-06 11:17:16,33.1,1,2,47.9,544
6620,2020-02-06 11:18:16,33.0,1,19,40.8,2176
6621,2020-02-06 11:19:16,32.6,1,18,49.4,2080
6622,2020-02-06 11:20:16,32.2,1,0,59.8,832
6623,2020-02-06 11:21:16,32.0,1,0,60.0,832
6624,2020-02-06 11:22:16,33.1,1,0,59.4,832
6625,2020-02-06 11:23:16,34.0,1,0,58.9,832
6626,2020-02-06 11:24:16,34.2,1,0,59.3,832
6627,2020-02-06 11:25:16,34.5,1,0,59.2,864
6628,2020-02-06 11:26:16,34.8,1,0,60.0,832
6629,2020-02-06 11:27:16,34.5,1,0,66.9,864
6630,2020-02-06 11:28:16,33.9,1,0,67.2,832
6631,2020-02-06 11:29:16,33.7,1,0,67.3,832
6632,2020-02-06 11:30:16,33.9,1,0,66.9,864
6633,2020-02-06 11:31:16,34.1,1,0,67.4,864
6634,2020-02-06 11:32:16,34.1,1,0,67.3,832
6635,2020-02-06 11:33:16,34.1,1,0,67.6,832
6636,2020-02-06 11:34:16,34.1,1,0,67.7,832
6637,2020-02-06 11:35:16,34.1,1,0,66.9,832
6638,2020-02-06 11:36:16,0.0,1,0,66.6,0
6639,2020-02-06 11:37:16,0.0,1,0,65.8,0
6640,2020-02-06 11:38:41,0.0,0,0,53.9,0
6641,2020-02-06 11:39:41,0.0,0,0,59.7,0
6642,2020-02-06 11:40:41,0.0,0,0,59.2,0
6643,2020-02-06 11:41:41,0.0,0,0,60.7,0
6644,2020-02-06 11:42:41,0.0,0,0,61.3,0
6645,2020-02-06 11:43:41,0.0,0,0,62.0,0
6646,2020-02-06 11:44:41,0.0,0,0,62.5,0
6647,2020-02-06 11:45:41,0.0,0,0,63.9,0
6648,2020-02-06 11:46:41,0.0,0,0,63.9,0
6649,2020-02-06 11:47:41,0.0,0,0,65.0,0
6650,2020-02-06 11:48:41,0.0,0,0,65.4,0
6651,2020-02-06 11:49:41,0.0,0,0,65.4,0
6652,2020-02-06 11:50:41,34.0,1,19,57.4,1888
6653,2020-02-06 11:51:41,33.7,1,24,47.2,2464
6654,2020-02-06 11:52:41,33.1,1,26,32.0,2784
6655,2020-02-06 11:53:41,32.2,1,56,32.3,2400
6656,2020-02-06 11:54:41,31.7,1,65,34.6,2688
6657,2020-02-06 11:55:41,31.8,1,40,37.0,2624
6658,2020-02-06 11:56:41,32.0,1,81,24.1,2976
6659,2020-02-06 11:57:41,32.4,1,89,34.2,3264
6660,2020-02-06 11:58:41,32.3,1,90,39.5,3296
6661,2020-02-06 11:59:41,31.8,1,90,49.9,3296
6662,2020-02-06 12:00:41,31.7,1,97,57.2,3552
6663,2020-02-06 12:01:41,31.8,1,94,59.2,3424
6664,2020-02-06 12:02:41,31.6,1,89,66.1,3264
6665,2020-02-06 12:03:41,31.2,1,71,70.6,2592
6666,2020-02-06 12:04:41,30.6,1,77,57.0,2784
6667,2020-02-06 12:05:41,30.1,1,78,52.3,2816
6668,2020-02-06 12:06:41,30.3,1,74,46.3,2688
6669,2020-02-06 12:07:41,30.5,1,83,40.1,3040
6670,2020-02-06 12:08:41,30.5,1,41,37.3,2400
6671,2020-02-06 12:09:41,30.5,1,60,30.1,2560
6672,2020-02-06 12:10:41,30.6,1,49,27.6,2912
6673,2020-02-06 12:11:41,30.3,1,45,31.8,2720
6674,2020-02-06 12:12:41,30.1,1,55,35.2,2336
6675,2020-02-06 12:13:41,30.3,1,65,20.2,2784
6676,2020-02-06 12:14:41,29.9,1,61,36.8,2624
6677,2020-02-06 12:15:41,29.5,1,55,30.5,2368
6678,2020-02-06 12:16:41,29.5,1,0,29.5,832
6679,2020-02-06 12:17:41,29.9,1,0,30.2,864
6680,2020-02-06 12:18:41,31.3,1,0,30.5,832
6681,2020-02-06 12:19:41,32.4,1,0,31.5,832
6682,2020-02-06 12:20:41,32.6,1,0,31.2,832
6683,2020-02-06 12:21:41,32.6,1,4,42.0,672
6684,2020-02-06 12:22:41,0.0,1,0,41.8,0
6685,2020-02-06 12:23:41,0.0,1,0,41.8,0
6686,2020-02-06 12:24:41,0.0,1,0,42.1,0
6687,2020-02-06 12:31:55,0.0,1,0,48.6,0
6688,2020-02-06 12:43:09,0.0,0,0,43.1,0
6689,2020-02-06 12:44:09,0.0,0,0,53.8,0
6690,2020-02-06 12:45:09,31.3,1,47,47.1,2048
6691,2020-02-06 12:46:09,31.2,1,62,40.4,2656
6692,2020-02-06 12:47:09,30.5,1,63,17.9,2688
6693,2020-02-06 12:48:09,29.5,1,65,32.7,2816
6694,2020-02-06 12:49:09,28.9,1,59,37.7,2528
6695,2020-02-06 12:50:09,28.8,1,61,36.7,2592
6696,2020-02-06 12:51:09,28.9,1,64,37.5,2752
6697,2020-02-06 12:52:09,28.9,1,28,43.8,1696
6698,2020-02-06 12:53:09,28.8,1,85,39.4,3104
6699,2020-02-06 12:54:09,29.3,1,84,50.2,3104
6700,2020-02-06 12:55:09,29.4,1,83,50.9,3040
6701,2020-02-06 12:56:09,28.7,1,83,56.4,3040
6702,2020-02-06 12:57:09,28.6,1,75,75.5,2752
6703,2020-02-06 12:58:09,28.8,1,107,61.6,3872
6704,2020-02-06 12:59:09,28.5,1,88,59.9,3232
6705,2020-02-06 13:00:09,27.8,1,85,59.4,3104
6706,2020-02-06 13:01:09,27.1,1,85,57.8,3104
6707,2020-02-06 13:02:09,27.1,1,93,44.4,3392
6708,2020-02-06 13:03:09,27.3,1,94,37.0,3424
6709,2020-02-06 13:04:09,27.0,1,82,34.5,2976
6710,2020-02-06 13:05:09,27.2,1,77,49.2,2816
6711,2020-02-06 13:06:09,27.7,1,79,58.8,2912
6712,2020-02-06 13:07:09,27.8,1,78,72.4,2912
6713,2020-02-06 13:08:09,28.1,1,83,59.5,3040
6714,2020-02-06 13:09:09,28.0,1,79,44.4,2880
6715,2020-02-06 13:10:09,27.3,1,70,49.6,2592
6716,2020-02-06 13:11:09,26.9,1,79,45.5,2880
6717,2020-02-06 13:12:09,27.1,1,73,49.9,2688
6718,2020-02-06 13:13:09,27.4,1,68,59.1,2496
6719,2020-02-06 13:14:09,27.1,1,20,63.5,832
6720,2020-02-06 13:15:09,26.5,1,51,63.0,2208
6721,2020-02-06 13:16:09,26.6,1,74,63.4,2656
6722,2020-02-06 13:17:09,26.8,1,75,65.9,2720
6723,2020-02-06 13:18:09,26.5,1,72,71.6,2656
6724,2020-02-06 13:19:09,25.9,1,58,81.7,2080
6725,2020-02-06 13:20:09,25.4,1,67,75.4,2848
6726,2020-02-06 13:21:09,25.3,1,36,81.4,2304
6727,2020-02-06 13:22:09,25.6,1,51,74.7,2144
6728,2020-02-06 13:23:09,25.5,1,54,68.2,2304
6729,2020-02-06 13:24:09,25.3,1,59,70.1,2560
6730,2020-02-06 13:25:09,25.3,1,65,69.2,2784
6731,2020-02-06 13:26:09,25.4,1,16,68.4,1632
6732,2020-02-06 13:27:09,25.2,1,18,65.6,1984
6733,2020-02-06 13:28:09,25.2,1,21,66.5,2016
6734,2020-02-06 13:29:09,25.2,1,0,66.3,832
6735,2020-02-06 13:30:09,25.6,1,0,67.0,832
6736,2020-02-06 13:31:09,27.0,1,2,67.6,960
6737,2020-02-06 13:32:09,0.0,1,0,67.5,0
6738,2020-02-06 13:33:34,0.0,0,0,68.2,0
6739,2020-02-06 13:34:34,0.0,0,0,67.3,0
6740,2020-02-06 13:35:34,0.0,0,0,66.4,0
6741,2020-02-06 13:36:34,0.0,0,0,66.8,0
6742,2020-02-06 13:37:34,0.0,0,0,67.2,0
6743,2020-02-06 13:38:34,0.0,0,0,67.4,0
6744,2020-02-06 13:39:34,0.0,0,0,67.7,0
6745,2020-02-06 13:40:34,0.0,0,0,67.1,0
6746,2020-02-06 13:41:34,0.0,0,0,68.4,0
6747,2020-02-06 13:42:34,0.0,0,0,68.4,0
6748,2020-02-06 13:47:16,0.0,1,0,74.6,0
6749,2020-02-06 13:48:16,0.0,1,0,71.5,0
6750,2020-02-06 13:51:29,0.0,1,0,56.9,0
6751,2020-02-06 13:58:36,0.0,1,0,71.7,0
6752,2020-02-06 14:04:01,27.6,1,0,54.1,960
6753,2020-02-06 14:08:14,27.9,1,0,72.1,928
6754,2020-02-06 14:09:14,28.1,1,0,73.2,928
6755,2020-02-06 14:10:14,28.1,1,1,74.0,896
6756,2020-02-06 14:11:14,27.9,1,0,73.5,896
6757,2020-02-06 14:12:14,27.3,1,0,72.3,864
6758,2020-02-06 14:13:14,26.9,1,15,71.2,1760
6759,2020-02-06 14:14:14,26.7,1,18,64.6,1792
6760,2020-02-06 14:15:14,26.4,1,6,54.5,1664
6761,2020-02-06 14:16:14,25.9,1,0,51.3,864
6762,2020-02-06 14:17:14,24.7,1,6,64.1,1568
6763,2020-02-06 14:18:14,24.5,1,59,65.6,2592
6764,2020-02-06 14:19:14,25.1,1,66,69.2,2848
6765,2020-02-06 14:20:14,25.4,1,56,69.4,2464
6766,2020-02-06 14:21:14,25.6,1,66,81.8,2816
6767,2020-02-06 14:22:14,25.7,1,49,86.8,2112
6768,2020-02-06 14:23:14,25.8,1,62,111.9,2656
6769,2020-02-06 14:24:14,26.0,1,53,93.4,2272
6770,2020-02-06 14:25:14,25.5,1,60,79.7,2624
6771,2020-02-06 14:26:14,24.7,1,36,81.9,2272
6772,2020-02-06 14:27:14,24.4,1,71,56.8,3040
6773,2020-02-06 14:28:14,24.1,1,56,41.5,2400
6774,2020-02-06 14:29:14,24.0,1,54,58.6,2368
6775,2020-02-06 14:30:14,24.0,1,50,51.7,2176
6776,2020-02-06 14:31:14,24.0,1,48,38.1,2016
6777,2020-02-06 14:32:14,24.0,1,48,41.4,2144
6778,2020-02-06 14:33:14,23.7,1,51,39.6,2368
6779,2020-02-06 14:34:14,23.7,1,61,38.2,2656
6780,2020-02-06 14:35:14,24.0,1,14,42.7,1504
6781,2020-02-06 14:36:14,24.0,1,0,40.1,832
6782,2020-02-06 14:37:14,24.6,1,1,45.2,864
6783,2020-02-06 14:38:14,25.2,1,0,45.5,832
6784,2020-02-06 14:39:14,25.4,1,0,46.6,864
6785,2020-02-06 14:40:14,25.6,1,0,46.6,864
6786,2020-02-06 14:41:14,25.7,1,0,46.9,832
6787,2020-02-06 14:42:14,25.6,1,0,47.1,832
6788,2020-02-06 14:43:14,25.3,1,0,47.6,832
6789,2020-02-06 14:44:14,25.2,1,0,47.8,832
6790,2020-02-06 14:45:14,25.4,1,0,46.4,832
6791,2020-02-06 14:46:14,25.5,1,0,46.4,832
6792,2020-02-06 14:47:14,25.3,1,0,46.8,832
6793,2020-02-06 14:48:14,0.0,1,0,47.3,0
6794,2020-02-06 14:50:14,25.1,1,30,40.6,1760
6795,2020-02-06 14:51:14,24.6,1,50,30.8,2208
6796,2020-02-06 14:52:14,23.7,1,54,41.7,2432
6797,2020-02-06 14:53:14,23.6,1,49,41.1,2176
6798,2020-02-06 14:54:14,24.1,1,42,44.4,1792
6799,2020-02-06 14:55:14,24.1,1,40,51.1,2368
6800,2020-02-06 14:56:14,24.0,1,66,56.7,2784
6801,2020-02-06 14:57:14,24.0,1,67,43.5,2880
6802,2020-02-06 14:58:14,24.0,1,58,58.0,2496
6803,2020-02-06 14:59:14,24.1,1,18,80.4,960
6804,2020-02-06 15:00:14,24.4,1,76,61.3,3232
6805,2020-02-06 15:01:14,24.0,1,71,67.2,3040
6806,2020-02-06 15:02:14,23.1,1,72,82.4,3072
6807,2020-02-06 15:03:14,22.6,1,65,74.0,2656
6808,2020-02-06 15:04:14,22.2,1,57,65.1,2528
6809,2020-02-06 15:05:14,22.4,1,52,60.7,2176
6810,2020-02-06 15:06:14,22.2,1,32,55.9,1920
6811,2020-02-06 15:07:14,21.7,1,0,48.7,832
6812,2020-02-06 15:08:14,22.0,1,0,48.6,864
6813,2020-02-06 15:09:14,22.7,1,0,48.6,864
6814,2020-02-06 15:10:14,0.0,1,0,49.1,0
6815,2020-02-06 15:11:14,24.0,1,0,49.4,0
6816,2020-02-06 15:12:14,0.0,1,0,49.5,0
6817,2020-02-06 15:13:14,0.0,1,0,49.9,0
6818,2020-02-06 15:14:27,0.0,0,0,56.8,0
6819,2020-02-06 15:15:27,0.0,1,0,56.9,0
6820,2020-02-06 15:16:27,0.0,1,0,53.0,0
6821,2020-02-06 15:19:26,0.0,0,0,38.4,0
6822,2020-02-06 15:21:56,0.0,0,0,54.6,1216
6823,2020-02-06 15:22:56,24.0,1,30,49.5,1760
6824,2020-02-06 15:23:56,24.0,1,13,50.7,1344
6825,2020-02-06 15:24:56,24.2,1,68,60.4,2912
6826,2020-02-06 15:25:56,24.0,1,16,69.9,1600
6827,2020-02-06 15:26:56,23.3,1,67,79.4,2880
6828,2020-02-06 15:27:56,23.1,1,74,68.1,3200
6829,2020-02-06 15:28:56,22.4,1,50,48.3,3040
6830,2020-02-06 15:29:56,21.7,1,85,33.7,3104
6831,2020-02-06 15:30:56,22.0,1,95,28.3,3488
6832,2020-02-06 15:31:56,22.4,1,102,19.4,3712
6833,2020-02-06 15:32:56,22.3,1,93,23.9,3360
6834,2020-02-06 15:33:56,21.9,1,71,21.3,2592
6835,2020-02-06 15:34:56,21.7,1,65,17.6,2336
6836,2020-02-06 15:35:56,21.3,1,90,17.1,3296
6837,2020-02-06 15:36:56,21.3,1,92,15.8,3360
6838,2020-02-06 15:37:56,21.3,1,93,24.1,3392
6839,2020-02-06 15:38:56,21.1,1,77,11.9,2848
6840,2020-02-06 15:39:56,21.0,1,96,9.9,3520
6841,2020-02-06 15:40:56,20.9,1,96,9.3,3520
6842,2020-02-06 15:41:56,20.9,1,90,12.1,3296
6843,2020-02-06 15:42:56,20.3,1,96,11.7,3520
6844,2020-02-06 15:43:56,19.9,1,93,6.8,3392
6845,2020-02-06 15:44:56,20.5,1,77,10.9,2848
6846,2020-02-06 15:45:56,20.6,1,92,6.2,3328
6847,2020-02-06 15:46:56,19.9,1,92,12.0,3360
6848,2020-02-06 15:47:56,19.9,1,81,18.4,3008
6849,2020-02-06 15:48:56,20.1,1,90,20.1,3264
6850,2020-02-06 15:49:56,19.2,1,93,33.1,3392
6851,2020-02-06 15:50:56,18.9,1,76,28.6,2848
6852,2020-02-06 15:51:56,19.4,1,101,28.3,3712
6853,2020-02-06 15:52:56,19.0,1,88,26.4,3200
6854,2020-02-06 15:53:56,18.5,1,69,29.1,2976
6855,2020-02-06 15:54:56,18.5,1,3,24.2,1216
6856,2020-02-06 15:55:56,0.0,0,0,28.5,0
6857,2020-02-06 15:56:56,0.0,0,0,26.4,0
6858,2020-02-06 15:57:56,0.0,0,0,26.0,0
6859,2020-02-06 15:58:56,0.0,0,0,25.7,0
6860,2020-02-06 15:59:56,59.9,1,0,26.4,832
6861,2020-02-06 16:00:56,59.5,1,58,28.4,2528
6862,2020-02-06 16:01:56,59.3,1,64,24.1,2752
6863,2020-02-06 16:02:56,58.7,1,55,25.4,2368
6864,2020-02-06 16:03:56,58.0,1,32,22.1,1696
6865,2020-02-06 16:04:56,58.3,1,37,24.7,2176
6866,2020-02-06 16:05:56,58.9,1,0,20.9,832
6867,2020-02-06 16:06:56,59.1,1,17,23.0,2016
6868,2020-02-06 16:07:56,59.3,1,0,22.4,832
6869,2020-02-06 16:08:56,59.2,1,60,35.5,2560
6870,2020-02-06 16:09:56,59.1,1,37,22.3,2208
6871,2020-02-06 16:10:56,58.9,1,19,19.2,1760
6872,2020-02-06 16:11:56,58.8,1,67,15.2,2816
6873,2020-02-06 16:12:56,58.9,1,68,15.5,2912
6874,2020-02-06 16:13:56,58.9,1,0,20.2,832
6875,2020-02-06 16:14:56,58.6,1,61,23.9,2624
6876,2020-02-06 16:15:56,58.4,1,0,22.3,832
6877,2020-02-06 16:16:56,58.5,1,33,19.7,864
6878,2020-02-06 16:17:56,58.3,1,32,19.4,800
6879,2020-02-06 16:18:56,58.2,1,60,19.6,2528
6880,2020-02-06 16:19:56,58.6,1,0,21.1,864
6881,2020-02-06 16:20:56,58.7,1,38,17.3,1248
6882,2020-02-06 16:21:56,58.4,1,32,17.1,2016
6883,2020-02-06 16:22:56,58.1,1,2,16.8,1472
6884,2020-02-06 16:23:56,58.1,1,0,17.8,832
6885,2020-02-06 16:24:56,58.3,1,51,12.4,2144
6886,2020-02-06 16:25:56,58.3,1,0,18.1,864
6887,2020-02-06 16:26:56,58.5,1,44,17.6,1856
6888,2020-02-06 16:27:56,58.8,1,67,17.3,2880
6889,2020-02-06 16:28:56,58.6,1,42,14.3,2496
6890,2020-02-06 16:29:56,58.2,1,48,5.0,2048
6891,2020-02-06 16:30:56,57.9,1,23,17.3,2240
6892,2020-02-06 16:31:56,57.6,1,6,18.8,1088
6893,2020-02-06 16:32:56,0.0,1,0,16.2,0
6894,2020-02-06 16:33:56,0.0,1,0,16.7,0
6895,2020-02-06 16:34:56,0.0,1,0,17.1,0
6896,2020-02-06 16:35:56,57.6,1,0,17.8,0
6897,2020-02-06 16:36:56,57.6,1,0,18.0,0
6898,2020-02-06 16:37:56,0.0,1,0,18.1,0
6899,2020-02-06 16:38:56,0.0,1,0,18.6,0
6900,2020-02-06 16:39:56,0.0,1,0,19.1,0
6901,2020-02-06 16:40:56,0.0,1,0,19.4,0
6902,2020-02-06 16:41:56,0.0,0,0,21.6,0
6903,2020-02-06 16:42:56,0.0,0,0,17.2,0
6904,2020-02-06 16:43:56,0.0,0,0,17.1,0
6905,2020-02-06 16:44:56,0.0,0,0,16.5,0
6906,2020-02-06 16:45:56,0.0,0,0,16.2,0
6907,2020-02-06 16:46:56,0.0,0,0,15.0,0
6908,2020-02-06 16:47:56,0.0,0,0,14.1,0
6909,2020-02-06 16:48:56,0.0,0,0,13.9,0
6910,2020-02-06 16:49:56,0.0,0,0,14.4,0
6911,2020-02-06 16:50:56,0.0,0,0,14.0,0
6912,2020-02-06 16:51:56,0.0,0,0,14.6,0
6913,2020-02-06 16:52:56,0.0,0,0,16.8,0
6914,2020-02-06 16:53:56,0.0,0,0,17.4,0
6915,2020-02-06 16:54:56,0.0,0,0,17.2,0
6916,2020-02-06 16:55:56,0.0,0,0,18.2,0
6917,2020-02-06 16:56:56,0.0,0,0,18.0,0
6918,2020-02-06 16:57:56,0.0,0,0,17.7,0
6919,2020-02-06 16:58:56,0.0,0,0,16.4,0
6920,2020-02-06 16:59:56,0.0,0,0,15.9,0
6921,2020-02-06 17:00:56,0.0,0,0,16.7,0
6922,2020-02-06 17:01:56,0.0,0,0,17.3,0
6923,2020-02-06 17:02:56,0.0,0,0,18.2,0
6924,2020-02-06 17:03:56,0.0,0,0,18.8,0
6925,2020-02-06 17:04:56,0.0,0,0,19.3,0
6926,2020-02-06 17:05:56,0.0,0,0,19.7,0
6927,2020-02-06 17:06:56,0.0,0,0,20.4,0
6928,2020-02-06 17:07:56,0.0,0,0,20.3,0
6929,2020-02-06 17:08:56,0.0,0,0,20.7,0
6930,2020-02-06 17:09:56,0.0,0,0,20.9,0
6931,2020-02-06 17:10:56,0.0,0,0,19.9,0
6932,2020-02-06 17:11:56,0.0,0,0,19.8,0
6933,2020-02-06 17:12:56,0.0,0,0,19.9,0
6934,2020-02-07 07:43:00,57.6,1,0,20.0,0
6935,2020-02-07 07:44:00,57.7,1,0,20.0,1248
6936,2020-02-07 07:45:00,57.9,1,0,20.0,1248
6937,2020-02-07 07:46:00,58.1,1,0,20.0,1248
6938,2020-02-07 07:47:00,57.9,1,0,20.1,1248
6939,2020-02-07 07:48:00,57.8,1,1,29.4,1248
6940,2020-02-07 07:49:00,57.9,1,0,28.8,1152
6941,2020-02-07 07:50:00,57.8,1,0,28.1,1056
6942,2020-02-07 07:51:00,57.6,1,0,27.2,1056
6943,2020-02-07 07:52:00,57.6,1,2,22.5,1408
6944,2020-02-07 07:53:00,57.6,1,20,28.7,1024
6945,2020-02-07 07:54:00,57.6,1,0,28.7,928
6946,2020-02-07 07:55:00,57.8,1,1,29.3,928
6947,2020-02-07 07:56:00,58.4,1,0,32.5,928
6948,2020-02-07 07:57:00,58.8,1,1,33.7,928
6949,2020-02-07 07:58:00,58.8,1,0,34.2,928
6950,2020-02-07 07:59:00,58.8,1,1,34.7,928
6951,2020-02-07 08:00:00,58.8,1,2,35.5,896
6952,2020-02-07 08:01:00,58.8,1,0,37.4,896
6953,2020-02-07 08:02:00,58.8,1,0,37.3,864
6954,2020-02-07 08:03:00,58.8,1,0,28.6,864
6955,2020-02-07 08:04:00,58.8,1,1,27.8,832
6956,2020-02-07 08:05:00,58.8,1,0,27.8,832
6957,2020-02-07 08:06:00,58.8,1,0,24.1,832
6958,2020-02-07 08:07:00,58.8,1,0,23.6,832
6959,2020-02-07 08:08:00,58.8,1,0,23.0,832
6960,2020-02-07 08:09:00,58.8,1,0,21.7,864
6961,2020-02-07 08:10:00,58.8,1,0,21.8,864
6962,2020-02-07 08:11:00,58.8,1,0,21.6,832
6963,2020-02-07 08:12:00,58.8,1,3,21.5,864
6964,2020-02-07 08:13:00,58.8,1,1,16.8,864
6965,2020-02-07 08:14:00,58.8,1,1,10.8,832
6966,2020-02-07 08:15:00,58.8,1,1,12.0,832
6967,2020-02-07 08:16:00,58.8,1,0,13.3,864
6968,2020-02-07 08:17:00,58.5,1,0,16.1,864
6969,2020-02-07 08:18:00,58.1,1,0,17.1,864
6970,2020-02-07 08:19:00,58.1,1,0,17.6,864
6971,2020-02-07 08:20:00,58.1,1,0,18.5,832
6972,2020-02-07 08:21:00,58.1,1,0,17.6,832
6973,2020-02-07 08:22:00,58.1,1,1,18.3,1088
6974,2020-02-07 08:23:00,58.1,1,15,20.1,1120
6975,2020-02-07 08:24:00,57.9,1,59,20.9,2528
6976,2020-02-07 08:25:00,57.5,1,47,20.0,2976
6977,2020-02-07 08:26:00,56.8,1,50,18.2,2048
6978,2020-02-07 08:27:00,56.7,1,59,18.5,2368
6979,2020-02-07 08:28:00,56.7,1,0,19.6,832
6980,2020-02-07 08:29:00,56.5,1,51,24.0,2144
6981,2020-02-07 08:30:00,56.3,1,51,21.6,2112
6982,2020-02-07 08:31:00,55.9,1,63,25.7,2656
6983,2020-02-07 08:32:00,56.0,1,39,26.0,1376
6984,2020-02-07 08:33:00,56.2,1,0,26.2,832
6985,2020-02-07 08:34:00,56.2,1,0,34.5,960
6986,2020-02-07 08:35:00,56.0,1,16,37.4,2112
6987,2020-02-07 08:36:00,55.7,1,44,37.9,1792
6988,2020-02-07 08:37:00,55.7,1,28,25.8,1376
6989,2020-02-07 08:38:00,55.8,1,0,25.3,832
6990,2020-02-07 08:39:00,56.1,1,0,25.2,864
6991,2020-02-07 08:40:00,56.5,1,10,29.7,928
6992,2020-02-07 08:41:00,56.5,1,18,40.3,1760
6993,2020-02-07 08:42:00,56.1,1,66,32.7,2784
6994,2020-02-07 08:43:00,55.9,1,66,36.9,2912
6995,2020-02-07 08:44:00,56.4,1,81,32.6,2976
6996,2020-02-07 08:45:00,56.3,1,85,33.8,3072
6997,2020-02-07 08:46:00,55.4,1,63,38.2,2176
6998,2020-02-07 08:47:00,55.2,1,28,42.0,896
6999,2020-02-07 08:48:00,55.2,1,48,40.1,2016
7000,2020-02-07 08:49:00,55.2,1,0,47.0,1504
7001,2020-02-07 08:50:00,55.4,1,46,49.5,2720
7002,2020-02-07 08:51:00,55.5,1,47,57.9,2016
7003,2020-02-07 08:52:00,55.4,1,60,61.6,2592
7004,2020-02-07 08:53:00,54.8,1,51,63.1,2208
7005,2020-02-07 08:54:00,54.3,1,19,51.2,2048
7006,2020-02-07 08:55:00,54.2,1,57,37.6,2464
7007,2020-02-07 08:56:00,54.1,1,50,38.5,2176
7008,2020-02-07 08:57:00,53.6,1,31,41.8,2976
7009,2020-02-07 08:58:00,53.5,1,23,40.7,2336
7010,2020-02-07 08:59:00,53.9,1,5,39.2,1248
7011,2020-02-07 09:00:00,54.0,1,0,39.5,832
7012,2020-02-07 09:01:05,0.0,0,0,39.5,0
7013,2020-02-07 09:02:05,0.0,0,0,49.9,0
7014,2020-02-07 09:03:05,0.0,0,0,48.6,0
7015,2020-02-07 10:55:14,55.2,1,0,48.6,1248
7016,2020-02-07 10:56:14,55.2,1,0,48.6,1248
7017,2020-02-07 10:57:14,55.2,1,2,50.5,1248
7018,2020-02-07 10:58:14,54.9,1,1,46.5,1536
7019,2020-02-07 10:59:14,54.5,1,22,57.8,1920
7020,2020-02-07 11:00:14,54.3,1,1,58.1,1120
7021,2020-02-07 11:01:14,54.1,1,1,45.5,1056
7022,2020-02-07 11:02:14,54.0,1,1,46.1,1056
7023,2020-02-07 11:03:14,54.3,1,1,46.1,960
7024,2020-02-07 11:04:14,54.4,1,1,46.1,928
7025,2020-02-07 11:05:14,54.1,1,0,46.3,928
7026,2020-02-07 11:06:14,54.0,1,1,46.4,928
7027,2020-02-07 11:07:14,54.0,1,0,48.7,928
7028,2020-02-07 11:08:14,54.0,1,0,46.6,928
7029,2020-02-07 11:09:14,54.1,1,14,37.9,2912
7030,2020-02-07 11:10:14,54.3,1,35,31.2,2080
7031,2020-02-07 11:11:14,54.4,1,51,30.7,2016
7032,2020-02-07 11:12:14,54.2,1,0,33.7,864
7033,2020-02-07 11:24:29,54.0,1,0,88.0,864
7034,2020-02-07 11:29:24,54.6,1,0,53.9,896
7035,2020-02-07 11:30:24,55.2,1,0,49.5,896
7036,2020-02-07 11:31:24,55.2,1,0,49.5,896
7037,2020-02-07 11:32:24,55.2,1,0,50.1,896
7038,2020-02-07 11:33:24,55.2,1,0,50.8,896
7039,2020-02-07 11:34:24,55.2,1,0,50.8,896
7040,2020-02-07 11:35:24,55.2,1,0,50.5,864
7041,2020-02-07 11:36:24,55.2,1,0,49.4,896
7042,2020-02-07 11:37:24,55.2,1,0,49.0,896
7043,2020-02-07 11:38:24,55.2,1,57,34.6,2464
7044,2020-02-07 11:39:24,55.0,1,55,36.1,2240
7045,2020-02-07 11:40:24,54.7,1,9,38.0,864
7046,2020-02-07 11:41:24,54.3,1,0,37.7,832
7047,2020-02-07 11:42:24,54.0,1,0,38.6,832
7048,2020-02-07 11:43:24,54.0,1,0,38.7,864
7049,2020-02-07 11:44:24,54.0,1,0,38.6,864
7050,2020-02-07 11:45:24,54.0,1,0,38.0,864
7051,2020-02-07 11:46:24,54.0,1,27,36.8,1504
7052,2020-02-07 11:47:24,54.0,1,0,32.9,832
7053,2020-02-07 15:01:18,54.0,1,0,33.9,1280
7054,2020-02-07 15:10:17,54.3,1,0,33.9,1216
7055,2020-02-07 15:11:17,54.4,1,0,33.9,1248
7056,2020-02-07 15:12:17,54.2,1,1,34.4,1248
7057,2020-02-07 15:13:17,54.7,1,0,31.9,1216
7058,2020-02-07 15:14:17,55.1,1,0,31.1,1088
7059,2020-02-07 15:15:17,55.2,1,1,34.7,992
7060,2020-02-07 15:16:17,55.2,1,1,35.5,960
7061,2020-02-07 15:17:17,54.8,1,26,30.4,2368
7062,2020-02-07 15:18:17,54.5,1,22,28.7,2240
7063,2020-02-07 15:19:17,54.2,1,36,27.4,2304
7064,2020-02-07 15:20:17,53.8,1,59,35.0,2464
7065,2020-02-07 15:21:17,53.5,1,58,39.0,2496
7066,2020-02-07 15:22:17,53.4,1,19,63.6,2624
7067,2020-02-07 15:23:17,53.4,1,48,62.1,2048
7068,2020-02-07 15:24:17,52.7,1,60,44.2,2528
7069,2020-02-07 15:25:17,51.9,1,54,45.2,2304
7070,2020-02-07 15:26:17,51.7,1,76,31.2,2784
7071,2020-02-07 15:27:17,52.0,1,89,24.2,3232
7072,2020-02-07 15:28:17,51.8,1,89,30.3,3232
7073,2020-02-07 15:29:17,51.8,1,82,27.4,3008
7074,2020-02-07 15:30:17,51.9,1,88,29.1,3232
7075,2020-02-07 15:31:17,51.5,1,86,30.1,3104
