i,dtime,fuellevel,ingection,speed,height,tachometer
1706,2020-03-20 06:45:43,246.3,1,0,64.1,701
1707,2020-03-20 06:46:43,246.4,1,0,63.4,699
1708,2020-03-20 06:47:43,246.4,1,0,63.2,700
1709,2020-03-20 06:48:43,246.4,1,0,63.6,700
1710,2020-03-20 06:49:43,246.4,1,0,62.3,700
1711,2020-03-20 06:50:43,246.4,1,0,62.4,700
1712,2020-03-20 06:51:43,246.4,1,0,62.5,702
1713,2020-03-20 06:52:43,246.5,1,1,62.7,701
1714,2020-03-20 06:53:43,246.5,1,0,62.3,699
1715,2020-03-20 06:54:43,246.5,1,0,61.8,699
1716,2020-03-20 06:55:43,246.5,1,0,62.1,699
1717,2020-03-20 06:56:43,246.5,1,0,62.3,700
1718,2020-03-20 06:57:43,246.5,1,0,62.5,699
1719,2020-03-20 06:58:43,246.5,1,0,62.2,700
1720,2020-03-20 06:59:43,246.6,1,0,62.4,699
1721,2020-03-20 07:00:43,246.6,1,0,62.8,700
1722,2020-03-20 07:01:43,246.6,1,0,62.3,699
1723,2020-03-20 07:02:43,246.6,1,0,62.4,699
1724,2020-03-20 07:03:43,246.6,1,1,62.3,700
1725,2020-03-20 07:04:43,246.6,1,0,62.7,698
1726,2020-03-20 07:05:43,246.5,1,0,63.2,698
1727,2020-03-20 07:06:43,246.5,1,0,63.5,698
1728,2020-03-20 07:07:43,246.5,1,0,64.2,701
1729,2020-03-20 07:08:43,246.5,1,0,64.1,701
1730,2020-03-20 07:09:43,246.5,1,1,64.1,700
1731,2020-03-20 07:10:43,246.5,1,0,64.2,699
1732,2020-03-20 07:11:43,246.5,1,1,64.2,699
1733,2020-03-20 07:12:43,246.4,1,1,63.9,699
1734,2020-03-20 07:13:43,246.4,1,0,63.5,700
1735,2020-03-20 07:14:43,246.4,1,0,63.2,701
1736,2020-03-20 07:15:43,246.4,1,0,63.4,700
1737,2020-03-20 07:16:43,246.4,1,0,63.5,699
1738,2020-03-20 07:17:43,246.4,1,0,63.1,699
1739,2020-03-20 07:18:43,246.4,1,1,62.8,699
1740,2020-03-20 07:19:43,246.4,1,0,62.2,699
1741,2020-03-20 07:20:43,246.4,1,0,62.2,700
1742,2020-03-20 07:21:43,246.4,1,0,62.3,701
1743,2020-03-20 07:22:43,246.4,1,0,62.4,699
1744,2020-03-20 07:23:43,246.4,1,0,62.6,699
1745,2020-03-20 07:24:43,246.4,1,0,63.0,699
1746,2020-03-20 07:25:43,246.3,1,0,63.0,701
1747,2020-03-20 07:26:43,246.3,1,0,62.8,701
1748,2020-03-20 07:27:43,246.2,1,0,63.3,700
1749,2020-03-20 07:28:43,246.2,1,0,63.4,698
1750,2020-03-20 07:29:43,246.1,1,0,63.4,698
1751,2020-03-20 07:30:43,246.1,1,0,63.4,698
1752,2020-03-20 07:31:43,246.1,1,0,63.7,698
1753,2020-03-20 07:32:43,246.1,1,0,63.7,700
1754,2020-03-20 07:33:43,246.0,1,3,63.7,708
1755,2020-03-20 07:34:43,246.0,1,0,57.6,682
1756,2020-03-20 07:35:43,246.2,1,0,57.3,698
1757,2020-03-20 07:36:43,246.1,1,0,57.4,700
1758,2020-03-20 07:37:43,246.1,1,0,58.3,702
1759,2020-03-20 07:38:43,246.0,1,0,58.3,689
1760,2020-03-20 07:39:43,245.9,1,0,58.5,700
1761,2020-03-20 07:40:43,245.9,1,0,58.7,700
1762,2020-03-20 07:41:43,245.9,1,0,59.6,701
1763,2020-03-20 07:42:43,245.9,1,0,60.1,701
1764,2020-03-20 07:43:43,245.9,1,0,60.7,700
1765,2020-03-20 07:44:43,245.8,1,0,61.1,698
1766,2020-03-20 07:45:43,245.8,1,0,61.1,699
1767,2020-03-20 07:46:43,245.7,1,1,61.2,698
1768,2020-03-20 07:47:43,245.7,1,0,61.5,702
1769,2020-03-20 07:48:43,245.7,1,0,61.8,701
1770,2020-03-20 07:49:43,245.6,1,0,62.0,700
1771,2020-03-20 07:50:43,245.6,1,0,62.2,698
1772,2020-03-20 07:51:43,245.5,1,0,63.0,699
1773,2020-03-20 07:52:43,245.5,1,0,63.4,758
1774,2020-03-20 07:53:43,245.4,1,0,63.8,700
1775,2020-03-20 07:54:43,245.3,1,0,63.9,699
1776,2020-03-20 07:55:43,245.3,1,0,64.6,698
1777,2020-03-20 07:56:43,245.1,1,4,64.0,700
1778,2020-03-20 07:57:43,244.9,1,29,65.9,1395
1779,2020-03-20 07:58:43,244.4,1,29,60.4,1868
1780,2020-03-20 07:59:43,244.0,1,22,57.9,1830
1781,2020-03-20 08:00:43,244.9,1,30,56.7,697
1782,2020-03-20 08:01:43,243.3,1,34,55.6,1626
1783,2020-03-20 08:02:43,244.5,1,0,57.7,698
1784,2020-03-20 08:03:43,243.8,1,44,49.8,1457
1785,2020-03-20 08:04:43,243.3,1,69,46.0,1612
1786,2020-03-20 08:05:43,242.7,1,71,52.3,1661
1787,2020-03-20 08:06:43,242.6,1,53,54.1,1053
1788,2020-03-20 08:07:43,240.8,1,41,46.1,1240
1789,2020-03-20 08:08:43,241.9,1,47,50.2,1564
1790,2020-03-20 08:09:43,241.5,1,57,52.4,1564
1791,2020-03-20 08:10:43,241.9,1,0,51.1,700
1792,2020-03-20 08:11:43,241.6,1,8,47.4,1051
1793,2020-03-20 08:12:43,241.3,1,25,50.3,1105
1794,2020-03-20 08:13:43,240.7,1,51,46.5,1204
1795,2020-03-20 08:14:43,240.0,1,36,59.7,1016
1796,2020-03-20 08:15:43,240.2,1,37,59.7,1308
1797,2020-03-20 08:16:43,239.6,1,29,56.4,699
1798,2020-03-20 08:17:43,239.4,1,1,58.4,699
1799,2020-03-20 08:18:43,239.5,1,1,58.6,701
1800,2020-03-20 08:19:43,239.5,1,0,58.6,700
1801,2020-03-20 08:20:43,239.4,1,0,58.8,1620
1802,2020-03-20 08:21:43,238.7,1,0,57.3,698
1803,2020-03-20 08:22:43,238.9,1,0,57.1,701
1804,2020-03-20 08:23:43,238.9,1,0,56.8,701
1805,2020-03-20 08:24:43,238.8,1,0,56.5,700
1806,2020-03-20 08:25:43,238.8,1,0,56.1,698
1807,2020-03-20 08:26:43,238.7,1,0,55.8,699
1808,2020-03-20 08:27:43,238.6,1,0,55.5,698
1809,2020-03-20 08:28:43,238.4,1,6,60.7,789
1810,2020-03-20 08:29:43,238.7,1,16,58.4,1218
1811,2020-03-20 08:30:43,238.5,1,0,58.6,700
1812,2020-03-20 08:31:43,238.4,1,0,58.7,701
1813,2020-03-20 08:32:43,237.8,1,42,53.6,1496
1814,2020-03-20 08:33:43,237.3,1,40,58.2,1297
1815,2020-03-20 08:34:43,237.3,1,1,61.6,699
1816,2020-03-20 08:35:43,237.6,1,0,61.7,701
1817,2020-03-20 08:36:43,237.7,1,1,61.7,700
1818,2020-03-20 08:37:43,237.7,1,0,61.8,699
1819,2020-03-20 08:38:43,237.6,1,0,61.7,698
1820,2020-03-20 08:39:43,237.6,1,0,61.6,695
1821,2020-03-20 08:40:43,237.5,1,0,61.4,700
1822,2020-03-20 08:41:43,237.5,1,1,61.7,701
1823,2020-03-20 08:42:43,237.4,1,0,61.4,701
1824,2020-03-20 08:43:43,237.4,1,0,61.3,699
1825,2020-03-20 08:44:43,237.3,1,1,61.7,699
1826,2020-03-20 08:45:43,237.3,1,1,61.9,699
1827,2020-03-20 08:46:43,237.3,1,0,62.0,700
1828,2020-03-20 08:47:43,237.2,1,0,62.0,701
1829,2020-03-20 08:48:43,237.2,1,1,62.4,699
1830,2020-03-20 08:49:43,237.1,1,1,62.5,699
1831,2020-03-20 08:50:43,237.1,1,0,62.4,698
1832,2020-03-20 08:51:43,237.0,1,0,63.4,699
1833,2020-03-20 08:52:43,237.0,1,0,63.8,701
1834,2020-03-20 08:53:43,236.9,1,1,64.1,702
1835,2020-03-20 08:54:43,236.9,1,1,64.4,701
1836,2020-03-20 08:55:43,236.8,1,0,64.5,699
1837,2020-03-20 08:56:43,236.8,1,1,65.5,700
1838,2020-03-20 08:57:43,236.8,1,0,65.5,697
1839,2020-03-20 08:58:43,236.7,1,0,66.0,701
1840,2020-03-20 08:59:43,236.7,1,0,66.2,997
1841,2020-03-20 09:00:43,236.6,1,0,66.9,1001
1842,2020-03-20 09:01:43,236.5,1,0,67.0,998
1843,2020-03-20 09:02:43,236.4,1,0,67.4,1001
1844,2020-03-20 09:03:43,236.4,1,0,67.3,998
1845,2020-03-20 09:04:43,236.3,1,0,68.0,999
1846,2020-03-20 09:05:43,236.2,1,6,70.3,772
1847,2020-03-20 09:06:43,236.1,1,0,69.9,702
1848,2020-03-20 09:07:43,236.0,1,0,69.8,702
1849,2020-03-20 09:08:43,235.9,1,0,69.9,700
1850,2020-03-20 09:09:43,235.9,1,0,70.1,698
1851,2020-03-20 09:10:43,235.8,1,0,70.0,699
1852,2020-03-20 09:11:43,235.8,1,0,70.1,699
1853,2020-03-20 09:12:43,235.7,1,0,70.3,702
1854,2020-03-20 09:13:43,235.7,1,0,70.3,1014
1855,2020-03-20 09:14:43,235.7,1,0,70.7,1000
1856,2020-03-20 09:15:43,235.6,1,0,70.6,999
1857,2020-03-20 09:16:43,235.5,1,0,71.0,1000
1858,2020-03-20 09:17:43,235.5,1,0,71.2,999
1859,2020-03-20 09:18:43,235.4,1,0,71.5,1000
1860,2020-03-20 09:19:43,235.3,1,0,71.7,999
1861,2020-03-20 09:20:43,235.2,1,0,71.8,998
1862,2020-03-20 09:21:43,235.1,1,0,72.2,999
1863,2020-03-20 09:22:43,235.1,1,1,72.4,1003
1864,2020-03-20 09:23:43,235.0,1,1,72.3,998
1865,2020-03-20 09:24:43,234.9,1,0,72.5,1000
1866,2020-03-20 09:25:43,234.9,1,0,73.0,999
1867,2020-03-20 09:26:43,233.5,1,43,70.3,2244
1868,2020-03-20 09:27:43,234.4,1,50,59.9,1674
1869,2020-03-20 09:28:43,234.0,1,17,62.2,1251
1870,2020-03-20 09:29:43,233.7,1,0,58.9,699
1871,2020-03-20 09:30:43,233.9,1,0,58.1,699
1872,2020-03-20 09:31:43,233.9,1,0,57.7,700
1873,2020-03-20 09:32:43,233.9,1,0,57.2,701
1874,2020-03-20 09:33:43,233.9,1,0,57.2,700
1875,2020-03-20 09:34:43,233.9,1,0,57.0,699
1876,2020-03-20 09:35:43,233.8,1,0,56.8,699
1877,2020-03-20 09:36:43,233.8,1,0,56.6,698
1878,2020-03-20 09:37:43,233.8,1,0,55.9,698
1879,2020-03-20 09:38:43,233.7,1,0,55.8,700
1880,2020-03-20 09:39:43,233.7,1,0,55.2,700
1881,2020-03-20 09:40:43,233.7,1,1,55.2,699
1882,2020-03-20 09:41:43,233.7,1,0,55.1,699
1883,2020-03-20 09:42:43,233.6,1,0,55.1,700
1884,2020-03-20 09:43:43,233.6,1,0,55.3,700
1885,2020-03-20 09:44:43,233.5,1,0,55.1,701
1886,2020-03-20 09:45:43,233.0,1,12,50.8,1185
1887,2020-03-20 09:46:43,232.6,1,71,54.3,1653
1888,2020-03-20 09:47:43,232.3,1,69,57.6,1583
1889,2020-03-20 09:48:43,232.3,1,58,59.8,1303
1890,2020-03-20 09:49:43,231.7,1,59,61.8,1664
1891,2020-03-20 09:50:43,231.3,1,58,58.8,1615
1892,2020-03-20 09:51:43,230.8,1,58,55.3,1588
1893,2020-03-20 09:52:43,231.9,1,32,54.4,709
1894,2020-03-20 09:53:43,230.3,1,62,56.7,1749
1895,2020-03-20 09:54:43,229.4,1,66,52.4,1497
1896,2020-03-20 09:55:43,228.6,1,60,51.1,1679
1897,2020-03-20 09:56:43,228.6,1,67,47.5,1565
1898,2020-03-20 09:57:43,227.9,1,48,54.3,1342
1899,2020-03-20 09:58:43,228.6,1,45,54.4,1216
1900,2020-03-20 09:59:43,228.8,1,7,54.3,693
1901,2020-03-20 10:00:43,228.4,1,0,55.3,698
1902,2020-03-20 10:01:43,228.3,1,0,55.6,699
1903,2020-03-20 10:02:43,228.1,1,0,56.1,700
1904,2020-03-20 10:03:43,228.0,1,0,56.4,700
1905,2020-03-20 10:04:43,228.0,1,0,56.1,701
1906,2020-03-20 10:05:43,228.0,1,0,56.2,699
1907,2020-03-20 10:06:43,227.9,1,0,56.1,700
1908,2020-03-20 10:07:43,227.7,1,4,56.1,819
1909,2020-03-20 10:08:43,226.6,1,2,55.3,704
1910,2020-03-20 10:09:43,227.6,1,1,54.5,850
1911,2020-03-20 10:10:43,227.5,1,2,54.2,929
1912,2020-03-20 10:11:43,227.8,1,0,54.2,702
1913,2020-03-20 10:12:43,227.7,1,0,54.4,699
1914,2020-03-20 10:13:43,227.6,1,0,54.8,700
1915,2020-03-20 10:14:43,227.5,1,0,55.1,701
1916,2020-03-20 10:15:43,227.5,1,0,55.7,700
1917,2020-03-20 10:16:43,227.5,1,0,56.0,699
1918,2020-03-20 10:17:43,227.4,1,0,56.1,698
1919,2020-03-20 10:18:43,227.3,1,0,56.0,699
1920,2020-03-20 10:19:43,227.2,1,0,56.1,701
1921,2020-03-20 10:20:43,227.2,1,0,56.0,701
1922,2020-03-20 10:21:43,227.1,1,0,56.0,698
1923,2020-03-20 10:22:43,227.0,1,0,56.0,699
1924,2020-03-20 10:23:43,227.0,1,0,56.4,698
1925,2020-03-20 10:24:43,226.9,1,0,56.1,701
1926,2020-03-20 10:25:43,226.9,1,0,56.0,702
1927,2020-03-20 10:26:43,226.9,1,0,55.9,701
1928,2020-03-20 10:27:43,226.8,1,0,55.4,701
1929,2020-03-20 10:28:43,226.8,1,0,55.6,696
1930,2020-03-20 10:29:43,226.7,1,0,55.4,699
1931,2020-03-20 10:30:43,226.7,1,0,55.5,699
1932,2020-03-20 10:31:43,226.6,1,0,55.3,701
1933,2020-03-20 10:32:43,226.6,1,0,55.1,699
1934,2020-03-20 10:33:43,226.5,1,0,55.1,699
1935,2020-03-20 10:34:43,226.4,1,1,55.0,699
1936,2020-03-20 10:35:43,226.4,1,0,54.7,699
1937,2020-03-20 10:42:48,225.9,1,7,54.7,879
1938,2020-03-20 10:43:48,225.8,1,0,54.6,701
1939,2020-03-20 10:44:48,225.8,1,0,54.7,700
1940,2020-03-20 10:45:48,225.8,1,4,54.8,1013
1941,2020-03-20 10:46:48,225.9,1,0,55.5,700
1942,2020-03-20 10:47:48,225.9,1,10,57.5,846
1943,2020-03-20 10:48:48,226.0,1,8,56.8,1023
1944,2020-03-20 10:49:48,227.4,1,3,52.7,1213
1945,2020-03-20 10:50:48,225.9,1,0,53.3,739
1946,2020-03-20 10:51:48,226.1,1,1,53.5,1393
1947,2020-03-20 10:52:48,225.3,1,0,53.0,700
1948,2020-03-20 10:53:48,225.2,1,0,52.9,700
1949,2020-03-20 10:54:48,225.2,1,0,53.2,700
1950,2020-03-20 10:55:48,225.1,1,0,53.8,697
1951,2020-03-20 10:56:48,225.1,1,0,53.7,702
1952,2020-03-20 10:57:48,225.1,1,1,53.6,700
1953,2020-03-20 10:58:48,225.0,1,9,54.7,942
1954,2020-03-20 10:59:48,225.4,1,4,50.9,701
1955,2020-03-20 11:01:48,0.0,1,9,92.4,803
1956,2020-03-20 11:05:41,223.2,1,65,60.7,1545
1957,2020-03-20 11:06:41,224.2,1,57,50.7,1375
1958,2020-03-20 11:07:41,224.6,1,48,46.9,1359
1959,2020-03-20 11:08:41,224.0,1,43,51.2,1158
1960,2020-03-20 11:09:41,221.8,1,74,51.7,1463
1961,2020-03-20 11:10:41,222.7,1,75,49.7,1475
1962,2020-03-20 11:11:41,222.0,1,67,48.6,1332
1963,2020-03-20 11:12:41,222.4,1,58,38.1,1011
1964,2020-03-20 11:13:41,222.0,1,0,40.5,698
1965,2020-03-20 11:14:41,222.1,1,0,47.9,701
1966,2020-03-20 11:15:41,221.2,1,25,48.7,1719
1967,2020-03-20 11:16:41,220.8,1,79,40.4,1880
1968,2020-03-20 11:17:41,220.8,1,64,39.2,1511
1969,2020-03-20 11:18:41,221.1,1,33,47.9,704
1970,2020-03-20 11:19:41,218.8,1,75,49.1,1448
1971,2020-03-20 11:20:41,219.5,1,74,42.9,1428
1972,2020-03-20 11:21:41,219.9,1,63,42.7,1210
1973,2020-03-20 11:22:41,219.2,1,58,39.8,1627
1974,2020-03-20 11:23:41,219.6,1,54,42.0,1084
1975,2020-03-20 11:24:41,218.7,1,76,43.1,1450
1976,2020-03-20 11:25:41,218.0,1,77,49.1,1488
1977,2020-03-20 11:26:41,218.1,1,0,51.0,666
1978,2020-03-20 11:27:41,218.0,1,28,40.1,700
1979,2020-03-20 11:28:41,216.6,1,46,42.2,1696
1980,2020-03-20 11:29:41,217.3,1,52,45.7,720
1981,2020-03-20 11:30:41,215.5,1,57,41.4,1324
1982,2020-03-20 11:31:41,217.0,1,71,50.6,1152
1983,2020-03-20 11:32:41,216.2,1,74,52.2,1207
1984,2020-03-20 11:33:41,216.1,1,73,49.3,1206
1985,2020-03-20 11:34:41,215.7,1,38,46.7,1243
1986,2020-03-20 11:35:41,215.0,1,1,41.8,699
1987,2020-03-20 11:36:41,214.9,1,39,33.8,701
1988,2020-03-20 11:37:41,215.8,1,2,47.0,823
1989,2020-03-20 11:38:41,214.8,1,0,51.0,698
1990,2020-03-20 11:39:41,214.7,1,0,51.0,699
1991,2020-03-20 11:40:40,214.7,1,0,51.5,701
1992,2020-03-20 11:41:41,214.5,1,0,48.9,752
1993,2020-03-25 06:23:56,211.5,1,0,48.9,702
1994,2020-03-25 06:24:57,211.5,1,0,48.9,700
1995,2020-03-25 06:25:57,211.4,1,0,48.9,700
1996,2020-03-25 06:26:57,211.4,1,0,48.9,698
1997,2020-03-25 06:27:57,211.3,1,0,48.9,698
1998,2020-03-25 06:28:57,211.2,1,0,48.9,699
1999,2020-03-25 06:29:57,211.2,1,0,48.9,699
2000,2020-03-25 06:30:57,211.2,1,0,48.9,701
2001,2020-03-25 06:31:57,211.1,1,0,48.9,703
2002,2020-03-25 06:32:57,211.1,1,0,48.9,700
2003,2020-03-25 06:33:57,211.1,1,0,48.9,700
2004,2020-03-25 06:34:57,211.1,1,0,48.9,700
2005,2020-03-25 06:35:57,211.0,1,0,48.9,699
2006,2020-03-25 06:36:57,210.9,1,0,48.9,699
2007,2020-03-25 06:37:57,210.8,1,0,48.9,892
2008,2020-03-25 06:38:57,211.1,1,1,63.9,702
2009,2020-03-25 06:39:57,211.1,1,0,56.8,698
2010,2020-03-25 06:40:57,199.2,1,0,57.4,698
2011,2020-03-25 06:41:57,182.5,1,0,57.0,698
2012,2020-03-25 06:42:57,166.1,1,0,56.8,700
2013,2020-03-25 06:43:57,150.5,1,0,56.7,700
2014,2020-03-25 06:44:57,135.3,1,1,56.4,702
2015,2020-03-25 06:45:57,120.7,1,1,55.6,698
2016,2020-03-25 06:46:57,117.1,1,0,55.7,700
2017,2020-03-25 06:47:57,117.1,1,0,55.9,783
2018,2020-03-25 06:48:57,116.9,1,0,56.6,701
2019,2020-03-25 06:49:57,117.1,1,0,57.2,999
2020,2020-03-25 06:50:57,117.1,1,0,57.6,1002
2021,2020-03-25 06:51:57,117.1,1,0,58.3,998
2022,2020-03-25 06:52:57,117.0,1,0,58.5,1001
2023,2020-03-25 06:53:57,117.0,1,0,59.5,998
2024,2020-03-25 06:54:57,116.9,1,0,60.0,997
2025,2020-03-25 06:55:57,116.9,1,0,61.5,1002
2026,2020-03-25 06:56:57,116.9,1,0,62.0,998
2027,2020-03-25 06:57:57,116.9,1,1,62.6,1001
2028,2020-03-25 06:58:57,116.9,1,0,63.0,998
2029,2020-03-25 06:59:57,116.8,1,0,63.7,1001
2030,2020-03-25 07:00:57,116.8,1,0,64.0,1000
2031,2020-03-25 07:01:57,116.8,1,0,64.7,999
2032,2020-03-25 07:02:57,116.7,1,0,65.7,1003
2033,2020-03-25 07:03:57,116.6,1,0,68.3,1001
2034,2020-03-25 07:04:57,116.6,1,0,68.8,997
2035,2020-03-25 07:05:57,116.5,1,0,69.1,999
2036,2020-03-25 07:06:57,116.3,1,0,69.7,998
2037,2020-03-25 07:07:57,116.4,1,0,70.3,997
2038,2020-03-25 07:08:57,116.3,1,0,70.4,1001
2039,2020-03-25 07:09:57,116.3,1,0,71.6,999
2040,2020-03-25 07:10:57,116.3,1,1,71.9,1002
2041,2020-03-25 07:11:57,116.3,1,0,72.0,999
2042,2020-03-25 07:12:57,116.2,1,5,69.5,981
2043,2020-03-25 07:13:57,114.8,1,42,66.3,1727
2044,2020-03-25 07:14:57,115.2,1,0,68.6,1173
2045,2020-03-25 07:15:57,116.4,1,5,70.1,702
2046,2020-03-25 07:16:57,116.3,1,27,65.5,1575
2047,2020-03-25 07:17:57,115.3,1,21,67.7,824
2048,2020-03-25 07:18:57,113.6,1,30,67.8,1812
2049,2020-03-25 07:19:57,114.7,1,5,66.7,1528
2050,2020-03-25 07:20:57,114.4,1,55,60.1,1565
2051,2020-03-25 07:21:57,113.8,1,59,57.0,1662
2052,2020-03-25 07:22:57,113.3,1,59,58.6,1648
2053,2020-03-25 07:23:57,113.7,1,34,59.6,935
2054,2020-03-25 07:24:57,112.9,1,0,58.1,703
2055,2020-03-25 07:25:57,113.3,1,25,50.0,701
2056,2020-03-25 07:26:57,112.6,1,42,57.4,1139
2057,2020-03-25 07:27:57,111.3,1,54,57.4,1536
2058,2020-03-25 07:28:57,111.8,1,1,55.0,827
2059,2020-03-25 07:29:57,111.9,1,0,48.3,699
2060,2020-03-25 07:30:57,109.9,1,21,46.3,950
2061,2020-03-25 07:31:57,111.6,1,40,57.1,1672
2062,2020-03-25 07:32:57,111.1,1,44,51.5,1247
2063,2020-03-25 07:33:57,109.7,1,33,59.8,1343
2064,2020-03-25 07:34:57,110.2,1,33,67.8,1388
2065,2020-03-25 07:35:57,110.6,1,35,63.4,1409
2066,2020-03-25 07:36:57,109.8,1,26,62.1,1532
2067,2020-03-25 07:37:57,110.7,1,14,59.7,1153
2068,2020-03-25 07:38:57,110.1,1,0,63.3,1058
2069,2020-03-25 07:39:57,108.5,1,15,65.9,816
2070,2020-03-25 07:40:57,109.9,1,0,69.7,1476
2071,2020-03-25 07:41:57,109.8,1,0,62.1,699
2072,2020-03-25 07:42:57,109.9,1,0,62.1,999
2073,2020-03-25 07:43:57,109.9,1,19,62.8,1098
2074,2020-03-25 07:44:57,108.4,1,30,58.6,1201
2075,2020-03-25 07:45:57,109.1,1,1,59.5,1286
2076,2020-03-25 07:46:57,107.9,1,45,65.4,1269
2077,2020-03-25 07:47:57,106.5,1,31,63.9,1068
2078,2020-03-25 07:48:57,108.8,1,32,49.7,1357
2079,2020-03-25 07:49:57,107.3,1,44,49.3,1472
2080,2020-03-25 07:50:57,108.3,1,7,51.8,723
2081,2020-03-25 07:51:57,107.1,1,42,52.1,1408
2082,2020-03-25 07:52:57,107.7,1,61,53.2,1416
2083,2020-03-25 07:53:57,107.7,1,46,58.1,1050
2084,2020-03-25 07:54:57,107.9,1,33,58.7,1087
2085,2020-03-25 07:55:57,106.4,1,51,57.6,1190
2086,2020-03-25 07:56:57,107.0,1,2,57.8,702
2087,2020-03-25 07:57:57,106.9,1,0,57.8,699
2088,2020-03-25 07:58:57,106.9,1,0,57.7,698
2089,2020-03-25 07:59:57,106.8,1,1,57.5,760
2090,2020-03-25 08:00:57,107.1,1,0,56.8,699
2091,2020-03-25 08:01:57,116.8,1,0,56.3,699
2092,2020-03-25 08:02:57,147.1,1,0,55.6,700
2093,2020-03-25 08:03:57,179.5,1,0,55.2,699
2094,2020-03-25 08:04:57,207.9,1,1,54.7,701
2095,2020-03-25 08:05:57,236.1,1,0,54.3,701
2096,2020-03-25 08:06:57,262.9,1,0,53.6,700
2097,2020-03-25 08:07:57,264.5,1,15,50.2,921
2098,2020-03-25 08:08:57,264.2,1,60,44.0,1424
2099,2020-03-25 08:09:57,264.1,1,65,44.8,1504
2100,2020-03-25 08:10:57,264.1,1,47,43.3,1049
2101,2020-03-25 08:11:57,263.9,1,0,46.8,699
2102,2020-03-25 08:12:57,264.5,1,19,42.7,701
2103,2020-03-25 08:13:57,265.0,1,21,47.1,1149
2104,2020-03-25 08:14:57,264.2,1,18,50.4,1366
2105,2020-03-25 08:15:57,264.2,1,3,49.6,708
2106,2020-03-25 08:16:57,263.7,1,3,62.7,771
2107,2020-03-25 08:17:57,264.0,1,0,63.0,700
2108,2020-03-25 08:18:57,264.0,1,1,63.7,698
2109,2020-03-25 08:19:57,263.7,1,2,64.5,712
2110,2020-03-26 07:08:02,261.9,1,0,64.5,707
2111,2020-03-26 07:09:05,261.9,1,0,64.5,701
2112,2020-03-26 07:10:05,261.8,1,0,64.5,701
2113,2020-03-26 07:11:05,261.8,1,0,64.5,698
2114,2020-03-26 07:12:05,261.8,1,0,64.5,700
2115,2020-03-26 07:13:05,261.8,1,0,64.5,700
2116,2020-03-26 07:14:05,261.7,1,0,64.5,700
2117,2020-03-26 07:15:05,261.7,1,0,64.5,700
2118,2020-03-26 07:16:05,261.6,1,0,64.5,702
2119,2020-03-26 07:17:05,261.6,1,0,64.5,700
2120,2020-03-26 07:18:05,261.5,1,0,64.5,700
2121,2020-03-26 07:19:05,261.5,1,0,64.5,698
2122,2020-03-26 07:20:05,261.5,1,0,64.5,699
2123,2020-03-26 07:21:05,261.4,1,0,64.5,701
2124,2020-03-26 07:22:05,261.4,1,0,64.5,700
2125,2020-03-26 07:23:05,261.3,1,0,64.5,1142
2126,2020-03-26 07:24:05,263.3,1,0,64.5,698
2127,2020-03-26 07:25:05,261.3,1,0,82.4,999
2128,2020-03-26 07:26:05,261.0,1,0,64.4,998
2129,2020-03-26 07:27:04,261.0,1,0,64.2,998
2130,2020-03-26 07:28:05,261.3,1,0,64.5,700
2131,2020-03-26 07:29:05,261.3,1,0,64.9,699
2132,2020-03-26 07:30:05,261.3,1,0,65.0,699
2133,2020-03-26 07:31:05,261.2,1,0,65.1,699
2134,2020-03-26 07:32:05,261.2,1,0,64.9,699
2135,2020-03-26 07:33:05,261.2,1,0,64.7,700
2136,2020-03-26 07:34:05,261.2,1,0,65.1,700
2137,2020-03-26 07:35:05,261.1,1,0,65.2,701
2138,2020-03-26 07:36:05,261.2,1,0,65.6,699
2139,2020-03-26 07:37:05,261.2,1,0,65.4,699
2140,2020-03-26 07:38:05,261.1,1,0,65.8,699
2141,2020-03-26 07:39:05,261.1,1,0,66.0,699
2142,2020-03-26 07:40:05,261.1,1,0,66.4,699
2143,2020-03-26 07:41:05,261.0,1,0,66.5,700
2144,2020-03-26 07:42:05,261.0,1,0,66.7,700
2145,2020-03-26 07:43:05,261.2,1,0,63.4,701
2146,2020-03-26 07:44:05,261.0,1,4,57.4,713
2147,2020-03-26 07:45:05,261.4,1,0,53.4,699
2148,2020-03-26 07:46:05,261.4,1,0,53.1,698
2149,2020-03-26 07:47:05,261.3,1,0,53.2,698
2150,2020-03-26 07:48:05,261.3,1,0,53.3,699
2151,2020-03-26 07:49:05,261.3,1,0,52.9,698
2152,2020-03-26 07:50:05,261.0,1,26,64.6,1247
2153,2020-03-26 07:51:05,261.4,1,11,58.9,1604
2154,2020-03-26 07:52:05,260.2,1,0,54.5,701
2155,2020-03-26 07:53:05,260.1,1,0,54.4,701
2156,2020-03-26 07:54:05,259.6,1,57,49.2,1318
2157,2020-03-26 07:55:05,259.2,1,36,55.0,1905
2158,2020-03-26 07:56:05,260.1,1,0,60.2,788
2159,2020-03-26 07:57:05,259.6,1,62,44.1,1467
2160,2020-03-26 07:58:05,259.3,1,60,45.0,1403
2161,2020-03-26 07:59:05,258.9,1,58,50.0,1339
2162,2020-03-26 08:00:05,258.8,1,50,52.8,1140
2163,2020-03-26 08:01:05,258.7,1,35,53.7,841
2164,2020-03-26 08:02:05,258.6,1,30,52.6,1028
2165,2020-03-26 08:03:05,258.5,1,0,52.7,698
2166,2020-03-26 08:04:05,256.9,1,53,52.0,1223
