,dtime,fuellevel,ingection,speed,height,tachometer
24706,2020-01-24 10:16:25,,1,84,126.8,3136
24707,2020-01-24 10:16:51,,1,79,123.1,2880
24708,2020-01-24 10:17:06,,1,75,122.7,2752
24709,2020-01-24 10:17:10,,1,74,123.5,2720
24710,2020-01-24 10:17:19,,1,75,125.5,2720
24711,2020-01-24 10:17:23,,1,70,126.1,2560
24712,2020-01-24 10:17:26,,1,70,126.5,2528
24713,2020-01-24 10:17:29,,1,71,126.6,2560
24714,2020-01-24 10:17:32,,1,73,126.7,2656
24715,2020-01-24 10:17:36,,1,74,126.5,2752
24716,2020-01-24 10:17:40,,1,74,126.4,2656
24717,2020-01-24 10:17:46,,1,71,126.5,2528
24718,2020-01-24 10:17:50,,1,71,126.4,2592
24719,2020-01-24 10:17:58,,1,77,127.9,2848
24720,2020-01-24 10:18:17,,1,69,129.3,2496
24721,2020-01-24 10:18:19,,1,69,129.1,2496
24722,2020-01-24 10:18:22,,1,69,128.1,2528
24723,2020-01-24 10:18:27,,1,73,126.8,2688
24724,2020-01-24 10:18:37,,1,76,125.0,2752
24725,2020-01-24 10:18:49,,1,80,125.3,2880
24726,2020-01-24 10:18:52,,1,79,125.4,2848
24727,2020-01-24 10:18:57,,1,76,125.6,2752
24728,2020-01-24 10:19:03,,1,77,126.3,2784
24729,2020-01-24 10:19:47,,1,84,135.7,3072
24730,2020-01-24 10:19:59,,1,82,137.2,3008
24731,2020-01-24 10:20:05,,1,84,138.2,3040
24732,2020-01-24 10:20:12,,1,80,138.8,2880
24733,2020-01-24 10:20:17,,1,78,138.8,2848
24734,2020-01-24 10:20:29,,1,71,140.9,2624
24735,2020-01-24 10:20:32,,1,74,141.6,2656
24736,2020-01-24 10:21:05,,1,78,142.3,2816
24737,2020-01-24 10:21:11,,1,79,141.3,2848
24738,2020-01-24 10:21:23,,1,81,141.4,2976
24739,2020-01-24 10:22:06,,1,79,138.5,2848
24740,2020-01-24 10:22:28,,1,55,141.1,2048
24741,2020-01-24 10:22:31,,1,59,142.1,2208
24742,2020-01-24 10:22:35,,1,66,143.3,2336
24743,2020-01-24 10:22:45,,1,56,144.7,2432
24744,2020-01-24 10:23:14,,1,59,140.4,2528
24745,2020-01-24 10:23:19,,1,61,139.1,2560
24746,2020-01-24 10:23:27,,1,60,138.0,2560
24747,2020-01-24 10:23:57,,1,47,142.9,2048
24748,2020-01-24 10:23:59,,1,49,143.0,2144
24749,2020-01-24 10:24:01,,1,51,143.0,2208
24750,2020-01-24 10:24:04,,1,55,143.2,2304
24751,2020-01-24 10:24:08,,1,53,143.1,1088
24752,2020-01-24 10:24:49,,1,56,142.8,2432
24753,2020-01-24 10:25:15,,1,86,139.1,3104
24754,2020-01-24 10:25:27,,1,85,137.0,3040
24755,2020-01-24 10:25:30,,1,85,136.6,3104
24756,2020-01-24 10:25:36,,1,86,136.0,3136
24757,2020-01-24 10:26:11,,1,71,132.6,2432
24758,2020-01-24 10:26:16,,1,59,133.0,2176
24759,2020-01-24 10:26:18,,1,61,133.4,2304
24760,2020-01-24 10:26:29,,1,68,135.4,2496
24761,2020-01-24 10:26:32,,1,71,135.0,2592
24762,2020-01-24 10:26:35,,1,73,134.5,2720
24763,2020-01-24 10:26:39,,1,76,134.1,2720
24764,2020-01-24 10:26:52,,1,86,134.6,3104
24765,2020-01-24 10:26:58,,1,91,135.2,3328
24766,2020-01-24 10:27:04,,1,96,135.1,3488
24767,2020-01-24 10:27:17,,1,98,135.1,3552
24768,2020-01-24 10:28:16,,1,88,139.6,3168
24769,2020-01-24 10:28:20,,1,80,140.9,2816
24770,2020-01-24 10:28:29,,1,57,143.6,1664
24771,2020-01-24 10:28:35,,1,55,145.2,2368
24772,2020-01-24 10:28:43,,1,57,147.4,2432
24773,2020-01-24 10:29:00,,1,60,151.5,2528
24774,2020-01-24 10:29:04,,1,60,151.6,2528
24775,2020-01-24 10:29:08,,1,60,151.3,2528
24776,2020-01-24 10:29:15,,1,64,150.1,2816
24777,2020-01-24 10:29:21,,1,77,149.0,3360
24778,2020-01-24 10:29:25,,1,83,148.4,2560
24779,2020-01-24 10:29:29,,1,82,148.1,3040
24780,2020-01-24 10:29:34,,1,84,147.5,3008
24781,2020-01-24 10:29:38,,1,83,147.1,3008
24782,2020-01-24 10:29:41,,1,84,146.7,3072
24783,2020-01-24 10:29:45,,1,88,146.0,3200
24784,2020-01-24 10:29:49,,1,90,145.2,3264
24785,2020-01-24 10:30:04,,1,93,142.4,3392
24786,2020-01-24 10:30:09,,1,94,142.1,3392
24787,2020-01-24 10:30:16,,1,95,141.9,3424
24788,2020-01-24 10:30:32,,1,94,141.2,3424
24789,2020-01-24 10:31:05,,1,16,145.9,1824
24790,2020-01-24 10:31:07,,1,21,146.3,2336
24791,2020-01-24 10:31:09,,1,29,146.8,3232
24792,2020-01-24 10:31:15,,1,49,146.6,3072
24793,2020-01-24 10:31:25,,1,69,145.4,2976
24794,2020-01-24 10:31:29,,1,76,144.7,3296
24795,2020-01-24 10:31:34,,1,80,144.5,2816
24796,2020-01-24 10:32:05,,1,93,144.8,3392
24797,2020-01-24 10:32:08,,1,93,144.3,3392
24798,2020-01-24 10:32:14,,1,94,143.0,3392
24799,2020-01-24 10:32:19,,1,92,141.6,3296
24800,2020-01-24 10:32:32,,1,75,140.6,2688
24801,2020-01-24 10:32:45,,1,74,140.8,2688
24802,2020-01-24 10:33:00,,1,76,138.7,2784
24803,2020-01-24 10:33:04,,1,76,138.3,2784
24804,2020-01-24 10:33:18,,1,76,139.3,2784
24805,2020-01-24 10:33:27,,1,81,138.6,3008
24806,2020-01-24 10:33:31,,1,85,138.5,3072
24807,2020-01-24 10:33:34,,1,85,138.4,3072
24808,2020-01-24 10:33:37,,1,83,138.3,2976
24809,2020-01-24 10:33:51,,1,71,140.2,2624
24810,2020-01-24 10:34:21,,1,75,138.0,2720
24811,2020-01-24 10:34:26,,1,77,136.8,2784
24812,2020-01-24 10:34:46,,1,77,137.5,2848
24813,2020-01-24 10:35:06,,1,99,136.8,3552
24814,2020-01-24 10:35:12,,1,95,136.6,3424
24815,2020-01-24 10:35:21,,1,88,136.1,3200
24816,2020-01-24 10:35:24,,1,88,135.8,3168
24817,2020-01-24 10:35:27,,1,87,135.9,3104
24818,2020-01-24 10:35:31,,1,85,136.0,3136
24819,2020-01-24 10:35:34,,1,90,135.9,3296
24820,2020-01-24 10:35:45,,1,88,135.7,3200
24821,2020-01-24 10:35:48,,1,87,135.8,3232
24822,2020-01-24 10:35:51,,1,90,135.5,3232
24823,2020-01-24 10:35:57,,1,87,136.6,3136
24824,2020-01-24 10:36:07,,1,88,137.9,3200
24825,2020-01-24 10:36:10,,1,90,138.2,3296
24826,2020-01-24 10:36:14,,1,91,138.4,3264
24827,2020-01-24 10:36:18,,1,89,138.6,3232
24828,2020-01-24 10:36:27,,1,88,137.8,3200
24829,2020-01-24 10:36:30,,1,87,137.5,3104
24830,2020-01-24 10:36:37,,1,81,137.8,3040
24831,2020-01-24 10:36:48,,1,87,137.1,3168
24832,2020-01-24 10:36:57,,1,85,136.2,3104
24833,2020-01-24 10:37:00,,1,85,136.2,3072
24834,2020-01-24 10:37:11,,1,79,136.0,2912
24835,2020-01-24 10:37:14,,1,81,135.6,2976
24836,2020-01-24 10:37:25,,1,78,135.7,2816
24837,2020-01-24 10:37:31,,1,80,136.3,2880
24838,2020-01-24 10:37:34,,1,80,136.6,2912
24839,2020-01-24 10:37:38,,1,79,137.2,2816
24840,2020-01-24 10:37:46,,1,76,138.6,2720
24841,2020-01-24 10:37:57,,1,77,139.7,2784
24842,2020-01-24 10:38:06,,1,71,140.3,2592
24843,2020-01-24 10:38:19,,1,76,140.2,2784
24844,2020-01-24 10:38:24,,1,75,139.7,2752
24845,2020-01-24 10:38:40,,1,74,140.2,2688
24846,2020-01-24 10:38:43,,1,74,140.4,2688
24847,2020-01-24 10:38:51,,1,74,140.2,2688
24848,2020-01-24 10:39:05,,1,69,140.0,2432
24849,2020-01-24 10:39:08,,1,65,140.7,2432
24850,2020-01-24 10:39:10,,1,68,141.6,2496
24851,2020-01-24 10:39:15,,1,73,143.5,2624
24852,2020-01-24 10:39:35,,1,87,148.3,3104
24853,2020-01-24 10:40:30,,1,85,151.4,3104
24854,2020-01-24 10:40:51,,1,81,151.1,2944
24855,2020-01-24 10:41:23,,1,76,151.1,2784
24856,2020-01-24 10:41:36,,1,67,150.3,2400
24857,2020-01-24 10:42:46,,1,72,148.0,2624
24858,2020-01-24 10:43:09,,1,63,148.4,2272
24859,2020-01-24 10:43:22,,1,61,149.4,2240
24860,2020-01-24 10:43:25,,1,62,149.2,2336
24861,2020-01-24 10:43:27,,1,65,149.0,2368
24862,2020-01-24 10:43:31,,1,66,148.5,2368
24863,2020-01-24 10:43:43,,1,67,146.4,2400
24864,2020-01-24 10:44:43,,1,92,146.8,3392
24865,2020-01-24 10:45:09,,1,76,149.1,2816
24866,2020-01-24 10:45:12,,1,80,149.4,2944
24867,2020-01-24 10:45:16,,1,83,149.6,3104
24868,2020-01-24 10:45:29,,1,78,150.5,2720
24869,2020-01-24 10:45:42,,1,65,151.2,2400
24870,2020-01-24 10:45:47,,1,66,151.0,2368
24871,2020-01-24 10:45:57,,1,68,148.3,2464
24872,2020-01-24 10:46:01,,1,70,147.7,2560
24873,2020-01-24 10:46:05,,1,72,147.3,2656
24874,2020-01-24 10:46:10,,1,78,146.7,2880
24875,2020-01-24 10:46:17,,1,87,146.5,3232
24876,2020-01-24 10:46:35,,1,96,146.5,3488
24877,2020-01-24 10:46:41,,1,96,146.0,3488
24878,2020-01-24 10:46:45,,1,97,146.1,3552
24879,2020-01-24 10:46:51,,1,97,145.2,3520
24880,2020-01-24 10:46:57,,1,98,144.7,3584
24881,2020-01-24 10:47:13,,1,100,145.2,3616
24882,2020-01-24 10:47:17,,1,99,146.0,3552
24883,2020-01-24 10:47:21,,1,97,146.6,3520
24884,2020-01-24 10:47:29,,1,97,148.4,3520
24885,2020-01-24 10:47:42,,1,92,151.2,3360
24886,2020-01-24 10:47:48,,1,91,152.5,3328
24887,2020-01-24 10:47:52,,1,93,154.1,3392
24888,2020-01-24 10:47:58,,1,94,154.2,3392
24889,2020-01-24 10:48:02,,1,95,154.2,3456
24890,2020-01-24 10:48:07,,1,95,154.4,3424
24891,2020-01-24 10:48:12,,1,93,154.4,3360
24892,2020-01-24 10:48:15,,1,94,154.4,3424
24893,2020-01-24 10:48:19,,1,95,154.5,3456
24894,2020-01-24 10:48:33,,1,98,153.0,3520
24895,2020-01-24 10:48:45,,1,94,152.0,3424
24896,2020-01-24 10:48:51,,1,94,151.4,3424
24897,2020-01-24 10:49:03,,1,92,150.0,3296
24898,2020-01-24 10:49:06,,1,91,150.1,3232
24899,2020-01-24 10:49:10,,1,87,150.1,3136
24900,2020-01-24 10:49:43,,1,82,151.7,2944
24901,2020-01-24 10:49:52,,1,80,153.3,2912
24902,2020-01-24 10:50:08,,1,69,155.5,2496
24903,2020-01-24 10:50:21,,1,70,155.8,2624
24904,2020-01-24 10:50:24,,1,73,156.3,2688
24905,2020-01-24 10:50:48,,1,70,159.8,2496
24906,2020-01-24 10:50:59,,1,74,161.6,2688
24907,2020-01-24 10:51:05,,1,75,161.8,2752
24908,2020-01-24 10:51:14,,1,76,162.3,2752
24909,2020-01-24 10:51:20,,1,79,162.1,2848
24910,2020-01-24 10:51:23,,1,80,161.6,2912
24911,2020-01-24 10:51:32,,1,83,160.2,3008
24912,2020-01-24 10:51:37,,1,84,159.1,3040
24913,2020-01-24 10:51:45,,1,83,157.5,2912
24914,2020-01-24 10:52:06,,1,79,148.3,2848
24915,2020-01-24 10:52:20,,1,75,142.0,2688
24916,2020-01-24 10:52:24,,1,73,141.5,2656
24917,2020-01-24 10:52:44,,1,61,141.9,2208
24918,2020-01-24 10:53:02,,1,78,144.7,2880
24919,2020-01-24 10:53:07,,1,83,145.2,3008
24920,2020-01-24 10:53:34,,1,68,147.5,2432
24921,2020-01-24 10:53:36,,1,67,147.5,2496
24922,2020-01-24 10:53:39,,1,71,147.2,2592
24923,2020-01-24 10:53:47,,1,73,146.1,2688
24924,2020-01-24 10:54:06,,1,78,142.9,2848
24925,2020-01-24 10:54:13,,1,78,142.9,2816
24926,2020-01-24 10:54:19,,1,74,143.4,2688
24927,2020-01-24 10:54:36,,1,77,144.3,2816
24928,2020-01-24 10:54:48,,1,73,143.9,2656
24929,2020-01-24 10:55:03,,1,74,142.5,2688
24930,2020-01-24 10:55:15,,1,76,142.4,2752
24931,2020-01-24 10:55:19,,1,75,142.0,2720
24932,2020-01-24 10:55:22,,1,75,142.0,2720
24933,2020-01-24 10:55:27,,1,76,142.4,2720
24934,2020-01-24 10:55:46,,1,73,145.8,2720
24935,2020-01-24 10:55:50,,1,77,146.3,2784
24936,2020-01-24 10:56:09,,1,76,144.4,2720
24937,2020-01-24 10:56:32,,1,79,138.9,2848
24938,2020-01-24 10:56:35,,1,79,139.0,2880
24939,2020-01-24 10:56:42,,1,83,139.9,3040
24940,2020-01-24 10:57:06,,1,82,135.2,2944
24941,2020-01-24 10:57:08,,1,81,135.2,2912
24942,2020-01-24 10:57:10,,1,80,135.3,2880
24943,2020-01-24 10:57:26,,1,78,135.3,2880
24944,2020-01-24 10:57:30,,1,81,135.2,2912
24945,2020-01-24 10:57:40,,1,77,135.2,2784
24946,2020-01-24 10:57:47,,1,77,135.5,2816
24947,2020-01-24 10:57:51,,1,77,135.3,2816
24948,2020-01-24 10:57:57,,1,82,134.4,2976
24949,2020-01-24 10:58:05,,1,84,133.0,3040
24950,2020-01-24 10:58:21,,1,86,131.4,3136
24951,2020-01-24 10:58:28,,1,85,130.6,3008
24952,2020-01-24 10:58:37,,1,79,129.6,2880
24953,2020-01-24 10:58:44,,1,81,128.5,2976
24954,2020-01-24 10:58:50,,1,83,128.2,2976
24955,2020-01-24 10:58:59,,1,74,126.4,2624
24956,2020-01-24 10:59:13,,1,61,126.1,2112
24957,2020-01-24 10:59:16,,1,58,126.6,2144
24958,2020-01-24 10:59:18,,1,60,127.2,2240
24959,2020-01-24 10:59:20,,1,62,127.5,2304
24960,2020-01-24 10:59:25,,1,68,128.6,2496
24961,2020-01-24 10:59:36,,1,69,131.2,2592
24962,2020-01-24 10:59:44,,1,70,132.5,2528
24963,2020-01-24 10:59:48,,1,70,133.4,2560
24964,2020-01-24 10:59:58,,1,76,134.8,2784
24965,2020-01-24 11:00:11,,1,87,136.0,3072
24966,2020-01-24 11:00:34,,1,70,137.4,2528
24967,2020-01-24 11:00:36,,1,71,137.5,2688
24968,2020-01-24 11:00:39,,1,77,137.3,2912
24969,2020-01-24 11:01:11,,1,69,132.4,2528
24970,2020-01-24 11:01:15,,1,72,132.6,2688
24971,2020-01-24 11:01:22,,1,82,131.6,2976
24972,2020-01-24 11:01:42,,1,84,127.8,3008
24973,2020-01-24 11:01:44,,1,82,126.9,3008
24974,2020-01-24 11:01:46,,1,84,126.1,3040
24975,2020-01-24 11:02:10,,1,74,116.8,2752
24976,2020-01-24 11:02:12,,1,76,116.2,2784
24977,2020-01-24 11:02:14,,1,77,115.7,2816
24978,2020-01-24 11:02:17,,1,77,114.8,2720
24979,2020-01-24 11:02:21,,1,76,113.4,2816
24980,2020-01-24 11:02:23,,1,78,112.6,2912
24981,2020-01-24 11:02:26,,1,82,111.1,3008
24982,2020-01-24 11:03:22,,1,79,95.4,2848
24983,2020-01-24 11:03:34,,1,78,94.2,2816
24984,2020-01-24 11:03:39,,1,79,93.8,2944
24985,2020-01-24 11:03:42,,1,82,94.0,2976
24986,2020-01-24 11:03:47,,1,84,94.0,3008
24987,2020-01-24 11:03:56,,1,79,92.8,2912
24988,2020-01-24 11:04:00,,1,81,92.7,3008
24989,2020-01-24 11:04:02,,1,84,92.7,3136
24990,2020-01-24 11:04:06,,1,87,92.9,3072
24991,2020-01-24 11:04:13,,1,81,92.6,2912
24992,2020-01-24 11:04:26,,1,77,92.1,2784
24993,2020-01-24 11:04:28,,1,76,91.9,2784
24994,2020-01-24 11:04:32,,1,76,91.6,2720
24995,2020-01-24 11:04:38,,1,76,92.0,2816
24996,2020-01-24 11:04:44,,1,77,92.2,2784
24997,2020-01-24 11:04:48,,1,77,91.8,2784
24998,2020-01-24 11:05:05,,1,82,90.6,2944
24999,2020-01-24 11:05:19,,1,79,90.6,2848
25000,2020-01-24 11:05:22,,1,79,90.5,2880
25001,2020-01-24 11:05:25,,1,80,90.5,2880
25002,2020-01-24 11:05:35,,1,80,89.4,2912
25003,2020-01-24 11:06:07,,1,77,80.3,2784
25004,2020-01-24 11:06:12,,1,75,79.1,2720
25005,2020-01-24 11:06:16,,1,79,78.2,2880
25006,2020-01-24 11:06:33,,1,85,74.0,3040
25007,2020-01-24 11:06:50,,1,78,71.8,2784
25008,2020-01-24 11:07:19,,1,20,69.4,2112
25009,2020-01-24 11:07:23,,1,36,69.7,1984
25010,2020-01-24 11:07:34,,1,55,70.5,2336
25011,2020-01-24 11:08:04,,1,76,71.0,2720
25012,2020-01-24 11:08:24,,1,74,70.0,2688
25013,2020-01-24 11:08:29,,1,70,69.1,2528
25014,2020-01-24 11:08:36,,1,69,68.7,2528
25015,2020-01-24 11:09:08,,1,73,73.5,2688
25016,2020-01-24 11:09:12,,1,77,73.8,2784
25017,2020-01-24 11:10:00,,1,72,72.1,2624
25018,2020-01-24 11:10:05,,1,72,70.7,2624
25019,2020-01-24 11:10:08,,1,72,69.9,2592
25020,2020-01-24 11:10:11,,1,70,69.3,2528
25021,2020-01-24 11:10:15,,1,64,69.7,2304
25022,2020-01-24 11:10:20,,1,62,70.5,2272
25023,2020-01-24 11:10:23,,1,61,70.9,2240
25024,2020-01-24 11:10:28,,1,64,70.7,2304
25025,2020-01-24 11:10:36,,1,67,70.6,2432
25026,2020-01-24 11:10:43,,1,67,70.6,2464
25027,2020-01-24 11:10:46,,1,69,70.7,2528
25028,2020-01-24 11:10:49,,1,70,70.9,2496
25029,2020-01-24 11:10:59,,1,80,70.8,2880
25030,2020-01-24 11:11:07,,1,79,71.4,2848
25031,2020-01-24 11:11:10,,1,81,71.7,2912
25032,2020-01-24 11:11:25,,1,76,72.9,2784
25033,2020-01-24 11:11:31,,1,77,71.8,2784
25034,2020-01-24 11:11:59,,1,77,65.5,2816
25035,2020-01-24 11:12:06,,1,76,65.9,2752
25036,2020-01-24 11:12:21,,1,73,69.1,2624
25037,2020-01-24 11:12:27,,1,74,69.8,2688
25038,2020-01-24 11:12:39,,1,78,69.2,2848
25039,2020-01-24 11:12:58,,1,76,62.7,2752
25040,2020-01-24 11:13:05,,1,74,60.2,2688
25041,2020-01-24 11:13:18,,1,74,57.4,2656
25042,2020-01-24 11:13:24,,1,74,56.3,2720
25043,2020-01-24 11:13:27,,1,77,55.6,2816
25044,2020-01-24 11:13:36,,1,80,53.9,2912
25045,2020-01-24 11:13:39,,1,79,53.4,2848
25046,2020-01-24 11:13:46,,1,78,52.3,2816
25047,2020-01-24 11:14:17,,1,75,50.3,2752
25048,2020-01-24 11:14:28,,1,77,49.5,2848
25049,2020-01-24 11:14:32,,1,82,50.0,2976
25050,2020-01-24 11:14:37,,1,82,50.3,2976
25051,2020-01-24 11:15:31,,1,73,45.0,2656
25052,2020-01-24 11:15:44,,1,76,44.2,2752
25053,2020-01-24 11:15:51,,1,73,42.9,2688
25054,2020-01-24 11:15:58,,1,77,41.9,2816
25055,2020-01-24 11:16:01,,1,79,41.7,2944
25056,2020-01-24 11:16:06,,1,86,41.5,3136
25057,2020-01-24 11:16:10,,1,88,41.4,3200
25058,2020-01-24 11:16:21,,1,91,41.9,3296
25059,2020-01-24 11:16:50,,1,102,40.6,3680
25060,2020-01-24 11:17:29,,1,102,35.2,3680
25061,2020-01-24 11:18:28,,1,106,29.8,3808
25062,2020-01-24 11:18:43,,1,104,27.9,3776
25063,2020-01-24 11:19:19,,1,97,25.1,3520
25064,2020-01-24 11:19:23,,1,97,24.1,3488
25065,2020-01-24 11:19:25,,1,97,23.4,3520
25066,2020-01-24 11:19:28,,1,98,22.1,3552
25067,2020-01-24 11:19:38,,1,92,18.0,3328
25068,2020-01-24 11:20:18,,1,39,21.3,832
25069,2020-01-24 11:20:20,,1,32,21.6,832
25070,2020-01-24 11:20:22,,1,32,21.7,1952
25071,2020-01-24 11:20:24,,1,38,21.6,2400
25072,2020-01-24 11:20:29,,1,54,20.4,1952
25073,2020-01-24 11:20:49,,1,66,17.8,2400
25074,2020-01-24 11:21:03,,1,70,15.5,2496
25075,2020-01-24 11:21:13,,1,63,12.2,2240
25076,2020-01-24 11:21:26,,1,70,12.1,2560
25077,2020-01-24 11:22:02,,1,63,11.8,2208
25078,2020-01-24 11:22:07,,1,61,11.2,2240
25079,2020-01-24 11:22:10,,1,64,10.5,2336
25080,2020-01-24 11:22:14,,1,64,9.8,2304
25081,2020-01-24 11:23:21,,1,67,6.3,2464
25082,2020-01-24 11:23:37,,1,64,6.0,2304
25083,2020-01-24 11:23:39,,1,63,6.1,2304
25084,2020-01-24 11:23:41,,1,65,6.0,2368
25085,2020-01-24 11:23:47,,1,68,6.2,2432
25086,2020-01-24 11:24:48,,1,79,7.8,2880
25087,2020-01-24 11:25:29,,1,70,8.0,2592
25088,2020-01-24 11:25:32,,1,74,8.1,2720
25089,2020-01-24 11:25:35,,1,76,8.2,2752
25090,2020-01-24 11:25:38,,1,76,8.5,2816
25091,2020-01-24 11:25:41,,1,77,8.6,2784
25092,2020-01-24 11:25:45,,1,76,8.7,2720
25093,2020-01-24 11:26:04,,1,80,8.0,2880
25094,2020-01-24 11:26:23,,1,67,8.4,2368
25095,2020-01-24 11:26:42,,1,67,8.8,2432
25096,2020-01-24 11:26:45,,1,70,8.6,2592
25097,2020-01-24 11:26:52,,1,74,8.2,2656
25098,2020-01-24 11:27:10,,1,66,7.4,2432
25099,2020-01-24 11:27:13,,1,69,7.5,2560
25100,2020-01-24 11:27:46,,1,76,8.2,2784
25101,2020-01-24 11:28:21,,1,73,9.7,2560
25102,2020-01-24 11:28:26,,1,68,9.3,2560
25103,2020-01-24 11:28:28,,1,72,9.2,2688
25104,2020-01-24 11:28:34,,1,81,8.1,2976
25105,2020-01-24 11:29:12,,1,81,6.2,2976
25106,2020-01-24 11:29:16,,1,83,5.8,3040
25107,2020-01-24 11:29:25,,1,81,5.3,2944
25108,2020-01-24 11:29:42,,1,63,5.6,2432
25109,2020-01-24 11:29:44,,1,66,5.8,2560
25110,2020-01-24 11:29:46,,1,70,6.1,2656
25111,2020-01-24 11:29:49,,1,76,6.5,2816
25112,2020-01-24 11:30:14,,1,62,12.0,2304
25113,2020-01-24 11:30:17,,1,65,12.7,2336
25114,2020-01-24 11:30:21,,1,64,13.9,2240
25115,2020-01-24 11:30:31,,1,55,14.7,2048
25116,2020-01-24 11:30:43,,1,67,15.1,2400
25117,2020-01-24 11:30:46,,1,67,15.2,2464
25118,2020-01-24 11:30:50,,1,68,14.9,2464
25119,2020-01-24 11:31:14,,1,73,14.8,2656
25120,2020-01-24 11:31:28,,1,71,13.0,2624
25121,2020-01-24 11:31:51,,1,82,11.8,3040
25122,2020-01-24 11:32:03,,1,84,13.7,3072
25123,2020-01-24 11:32:14,,1,85,16.7,3072
25124,2020-01-24 11:33:16,,1,71,26.7,2528
25125,2020-01-24 11:33:24,,1,63,26.9,2272
25126,2020-01-24 11:33:40,,1,23,26.4,1408
25127,2020-01-24 11:33:43,,1,26,25.9,1824
25128,2020-01-24 11:33:47,,1,40,25.4,2592
25129,2020-01-24 11:33:59,,1,61,24.0,2720
25130,2020-01-24 11:34:08,,1,65,22.4,2336
25131,2020-01-24 11:34:17,,1,73,20.9,2656
25132,2020-01-24 11:34:23,,1,74,19.6,2720
25133,2020-01-24 11:34:59,,1,63,10.4,2368
25134,2020-01-24 11:35:02,,1,67,10.7,2496
25135,2020-01-24 11:35:11,,1,72,11.7,2560
25136,2020-01-24 11:35:17,,1,65,11.3,2400
25137,2020-01-24 11:35:20,,1,68,11.1,2560
25138,2020-01-24 11:35:23,,1,71,10.3,2688
25139,2020-01-24 11:35:26,,1,77,9.6,2816
25140,2020-01-24 11:35:34,,1,70,8.0,2560
25141,2020-01-24 11:35:36,,1,72,7.3,2656
25142,2020-01-24 11:35:41,,1,78,6.5,2880
25143,2020-01-24 11:35:48,,1,86,5.1,3200
25144,2020-01-24 11:36:38,,1,60,0.4,2144
25145,2020-01-24 11:36:48,,1,33,0.1,1440
25146,2020-01-24 11:36:51,,1,31,0.0,2016
25147,2020-01-24 11:36:57,,1,47,0.1,3040
25148,2020-01-24 11:37:05,,1,59,2.7,2560
25149,2020-01-24 11:37:10,,1,68,4.0,2944
25150,2020-01-24 11:37:22,,1,77,5.8,2848
25151,2020-01-24 11:37:25,,1,80,5.8,2912
25152,2020-01-24 11:37:51,,1,84,6.6,3072
25153,2020-01-24 11:38:20,,1,71,9.8,2624
25154,2020-01-24 11:38:22,,1,74,10.5,2784
25155,2020-01-24 11:38:25,,1,81,10.8,3008
25156,2020-01-24 11:39:05,,1,82,9.3,3040
25157,2020-01-24 11:39:07,,1,84,9.4,3136
25158,2020-01-24 11:39:11,,1,90,9.6,3296
25159,2020-01-24 11:39:42,,1,64,8.9,2336
25160,2020-01-24 11:39:44,,1,64,8.9,2336
25161,2020-01-24 11:39:47,,1,64,8.8,2368
25162,2020-01-24 11:39:49,,1,68,8.4,2400
25163,2020-01-24 11:40:02,,1,61,5.1,2336
25164,2020-01-24 11:40:14,,1,72,3.2,2656
25165,2020-01-24 11:40:18,,1,71,2.1,2720
25166,2020-01-24 11:40:36,,1,66,-0.3,2304
25167,2020-01-24 11:40:38,,1,63,0.2,2400
25168,2020-01-24 11:40:40,,1,68,0.2,2560
25169,2020-01-24 11:40:44,,1,75,0.1,2816
25170,2020-01-24 11:41:08,,1,75,0.6,2656
25171,2020-01-24 11:41:17,,1,66,0.5,2432
25172,2020-01-24 11:41:20,,1,70,1.4,2560
25173,2020-01-24 11:41:23,,1,74,1.7,2720
25174,2020-01-24 11:41:30,,1,81,1.0,2976
25175,2020-01-24 11:41:59,,1,70,-0.1,2528
25176,2020-01-24 11:42:02,,1,68,-0.1,2400
25177,2020-01-24 11:42:12,,1,67,1.1,2496
25178,2020-01-24 11:42:16,,1,72,1.1,2656
25179,2020-01-24 11:42:30,,1,77,0.6,2784
25180,2020-01-24 11:42:38,,1,77,0.6,2816
25181,2020-01-24 11:42:45,,1,78,0.9,2848
25182,2020-01-24 11:43:09,,1,74,0.0,2688
25183,2020-01-24 11:43:27,,1,54,0.5,1984
25184,2020-01-24 11:43:31,,1,51,0.6,1824
25185,2020-01-24 11:43:35,,1,49,1.0,1792
25186,2020-01-24 11:43:39,,1,50,1.0,1824
25187,2020-01-24 11:43:43,,1,49,0.7,1568
25188,2020-01-24 11:44:02,,1,61,-1.2,2752
25189,2020-01-24 11:44:48,,1,76,-1.7,2720
25190,2020-01-24 11:44:51,,1,74,-1.8,2720
25191,2020-01-24 11:44:56,,1,81,-2.6,2976
25192,2020-01-24 11:45:09,,1,87,-2.9,3168
25193,2020-01-24 11:45:31,,1,70,-1.2,2560
25194,2020-01-24 11:45:33,,1,69,-1.2,2528
25195,2020-01-24 11:45:35,,1,69,-1.1,2400
25196,2020-01-24 11:45:38,,1,61,-1.1,1984
25197,2020-01-24 11:46:04,,1,22,0.6,1248
25198,2020-01-24 11:46:39,,1,12,2.8,1312
25199,2020-01-24 11:46:42,,1,17,3.4,2112
25200,2020-01-24 11:46:45,,1,24,3.6,1056
25201,2020-01-24 11:47:13,,1,24,4.4,3104
25202,2020-01-24 11:47:28,,1,47,5.6,2016
25203,2020-01-24 11:48:06,,1,43,12.6,2592
